name,category,addres_full,website,phone_number,rating,review_count,longitude,latitude,provinsi
Biro Psikologi Talenta Mulia,Psychologist,"Biro Psikologi Talenta Mulia, Jl. Gadung No.5, Margomulyo, Wage, Kec. Taman, Kabupaten Sidoarjo, Jawa Timur 60257, Indonesia",tidak diketahui,+62 813-3221-4400,5,8.0,"112,7083064","-7,3741781",Jawa Timur
Biro Psikologi Ruhuns,Psychologist,"Biro Psikologi Ruhuns, PP Darul Ulum, Bustan Ruhun's Komplek, Jl. KH. Rifai Romly, Kec. Peterongan, Kabupaten Jombang, Jawa Timur, Indonesia",tidak diketahui,+62 812-3153-5449,5,1.0,"112,2739384","-7,5451266",Jawa Timur
Padepokan sepiritual candi baru,Psychologist,"GPC6+7XP Padepokan sepiritual candi baru, RT.04/RW.01, Candi Sayang, Candi, Kec. Candi, Kabupaten Sidoarjo, Jawa Timur 61271, Indonesia",tidak diketahui,+62 895-3422-71820,5,1.0,"112,7124399","-7,4792866",Jawa Timur
TULIP PSIKOLOGI CABANG LAMONGAN,Psychologist,"39M3+Q44 TULIP PSIKOLOGI CABANG LAMONGAN, Palirangan, Payaman, Solokuro, Lamongan Regency, East Java 62265, Indonesia",tidak diketahui,+62 852-3652-1663,5,4.0,"112,3528309","-6,9156306",Jawa Timur
Lembaga Psikologi PT. Musa Berjaya Perkasa,Psychologist,"Lembaga Psikologi PT. Musa Berjaya Perkasa, Jl. Raya Teuku Umar No.32, RT.002/RW.003, Kemayoran, Kec. Bangkalan, Kabupaten Bangkalan, Jawa Timur 69116, Indonesia",tidak diketahui,tidak diketahui,5,1.0,"112,7405384","-7,0401923",Jawa Timur
Flourish Psychology Center,Psychologist,"Flourish Psychology Center, Jl. Muria Jl. Pepelegi Indah No.35, Pepe, Pepelegi, Kec. Waru, Kabupaten Sidoarjo, Jawa Timur 61256, Indonesia",tidak diketahui,+62 812-2968-5957,"4,2",27.0,"112,7252749","-7,3644796",Jawa Timur
Pusat Studi Psikologi Sains,Psychotherapist,"2JXW+3R5 Pusat Studi Psikologi Sains, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur, Indonesia",tidak diketahui,tidak diketahui,5,3.0,"112,6470989","-7,9523566",Jawa Timur
Langkahati - Layanan Psikologi,Psychologist,"Langkahati - Layanan Psikologi, Grand, Permata Jingga 1st Avenue No.40, Keduyo, Mangliawan, Pakis, Malang Regency, East Java 65154, Indonesia",http://langkahati.com/,+62 812-4986-4700,5,11.0,"112,6680095","-7,9602331",Jawa Timur
Psychology Consultation Bureau Tjiptoning,Psychologist,"Psychology Consultation Bureau Tjiptoning, Jl. Kupang Jaya No.77 Blok A-2, Simomulyo, Kec. Sukomanunggal, Surabaya, Jawa Timur 60281, Indonesia",tidak diketahui,+62 31 7312012,"4,1",7.0,"112,7041219","-7,2748418",Jawa Timur
"Praktik Mandiri Psikolog Klinis ""Kaca Hati"" Shinfani Rodhiyani, S.Psi., M.Psi., Psikolog",Psychologist,"Praktik Mandiri Psikolog Klinis ""Kaca Hati"" Shinfani Rodhiyani, S.Psi., M.Psi., Psikolog, Jl. Pare Kandangan No.22, Semanding, Tertek, Kec. Pare, Kabupaten Kediri, Jawa Timur 64215, Indonesia",https://www.instagram.com/kacahati.psi?igsh=YXUwcXExN20xaGQ=,+62 857-4574-4606,5,4.0,"112,2095996","-7,7805556",Jawa Timur
"Wini Agus Doctor, Psychiatrist",Psychiatrist,"Wini Agus Doctor, Psychiatrist, Jl. Banyu Urip No.106, Kupang Krajan, Sawahan, Surabaya, East Java 60254, Indonesia",tidak diketahui,+62 812-3173-425,"4,2",29.0,"112,7235153","-7,2717619",Jawa Timur
Dinas Psikologi TNI AL,Psychologist,"Dinas Psikologi TNI AL, Jl. Raya Bandara Juanda No.km 1, Semambung, Kec. Gedangan, Kabupaten Sidoarjo, Jawa Timur, Indonesia",tidak diketahui,+62 822-3710-0079,"4,7",15.0,"112,7370104","-7,3791058",Jawa Timur
HIMPSI MALANG,Psychologist,"3HHW+H8H HIMPSI MALANG, Jl. Raya Tlogomas, Dusun Rambaan, Landungsari, Kec. Dau, Kota Malang, Jawa Timur 65144, Indonesia",tidak diketahui,tidak diketahui,5,1.0,"112,5958504","-7,9210537",Jawa Timur
Biro Psikologi Insan Kamil,Psychologist,"Biro Psikologi Insan Kamil, Jalan Simpang Danau Yamur No.48, Keduyo, Sawojajar, Kec. Pakis, Kota Malang, Jawa Timur 65154, Indonesia",tidak diketahui,+62 341 7005065,5,1.0,"112,665093","-7,971048",Jawa Timur
Yayasan Praktek Psikolog Indonesia Cabang Sidoarjo,Psychologist,"Yayasan Praktek Psikolog Indonesia Cabang Sidoarjo, Urban Space Office, Ruko Heavenland Park, Jl. The Golden Gate Jalan Lingkar Timur No.BB - 26, Ngemplak, Klurak, Candi, Sidoarjo Regency, East Java 61271, Indonesia",https://praktekpsikolog.com/,+62 878-8718-4585,5,1.0,"112,7267576","-7,4812379",Jawa Timur
Tes Psikologi SIM Satlantas Polres Gresik,Psychologist,"Tes Psikologi SIM Satlantas Polres Gresik, Jl. Cimanuk No.67, Pedukuhan, Kebomas, Gresik Regency, East Java 61121, Indonesia",tidak diketahui,tidak diketahui,"4,5",2.0,"112,6248702","-7,16237",Jawa Timur
Edlina Psychology Center,Psychologist,"Edlina Psychology Center, Jl. Rungkut Harapan Blk. A No.19, Kali Rungkut, Kec. Rungkut, Surabaya, Jawa Timur 60293, Indonesia",https://l.instagram.com/?u=https%3A%2F%2Flinktr.ee%2Fedlinapsychologycenter%3Ffbclid%3DPAZXh0bgNhZW0CMTEAAabhUfeEDOrtnHHObIo6D92PkaHWYPU-Xa8R06voaFMxkN_Cr0D4TRDJMRI_aem_aj7ofM4fJYaDiTceI7vgyQ&e=AT1IiGdhFYwtqS2sXJI8L2M1fTAhUOqyTWLAgCFr2GFGCIb9kpjo5DS8qbTG87umnkuxwV9DLb8Kr0hcH_gWFuQmjedl92hOoxg6TjM,+62 822-3347-7411,5,5.0,"112,7796687","-7,3245957",Jawa Timur
Exensia,Psychologist,"Exensia, Jl. Lb. Arum Timur No.19, Gading, Tambaksari, Surabaya, East Java 60134, Indonesia",http://www.exensia.com/,+62 31 3813956,"4,9",31.0,"112,781475","-7,249854",Jawa Timur
Lembaga Psikologi Terapan & Manajemen Mandala Yudhistira,Psychologist,"Lembaga Psikologi Terapan & Manajemen Mandala Yudhistira, Jl. Walikota Mustajab No.22, Ketabang, Genteng, Surabaya, East Java 60272, Indonesia",tidak diketahui,+62 31 5453811,1,1.0,"112,7440593","-7,2601004",Jawa Timur
rumahpsikologi,Mental health service,"rumahpsikologi, Apartemen Metropolis Tower A Lantai 3 Office MK-A302 Jl. Raya Tenggilis 127, Tenggilis Mejoyo, Kec. Tenggilis Mejoyo, Surabaya, Jawa Timur 60292, Indonesia",http://rumahpsikologi.com/,+62 31 8012873,"4,2",5.0,"112,7540174","-7,3242319",Jawa Timur
CAFE PSIKOLOGI,Psychologist,"CAFE PSIKOLOGI, Perumahan tirtasani royal resort blok tirta tiara A2 / 16, Kabupaten Malang, Jawa Timur 65152, Indonesia",http://www.psikologmalang.com/,+62 812-3165-7575,"4,5",2.0,"112,6296652","-7,9064004",Jawa Timur
Biro Psikologi ALFATA,Psychologist,"Biro Psikologi ALFATA, Ngrayung, Ngadirenggo, Kec. Pogalan, Kabupaten Trenggalek, Jawa Timur 66371, Indonesia",tidak diketahui,+62 859-4297-3386,5,1.0,"111,7440683","-8,0865604",Jawa Timur
Psikotest SIM Kota Batu,Psychologist,"Psikotest SIM Kota Batu, Junrejo, Kec. Junrejo, Kota Batu, Jawa Timur 65321, Indonesia",https://instagram.com/tespsikologisim.batu?utm_medium=copy_link,tidak diketahui,5,6.0,"112,5533696","-7,9062564",Jawa Timur
Lembaga Pengkajian dan Pengembangan Psikologi Terapan (LP3T),Psychologist,"Lembaga Pengkajian dan Pengembangan Psikologi Terapan (LP3T), Fakultas Psikologi Universitas Airlangga, Jl. Airlangga No.4-6 Lt. 3, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",http://lp3t.psikologi.unair.ac.id/,+62 31 5034792,"3,7",24.0,"112,7589946","-7,2728404",Jawa Timur
"Nuril Bariroh, M. Psi., Psikolog",Psychologist,"Nuril Bariroh, M. Psi., Psikolog, Depan SDI Nurul Ulum, Jl. Panjaitan, Payaman, Kec. Nganjuk, Kabupaten Nganjuk, Jawa Timur 64418, Indonesia",https://www.instagram.com/pagipsikologi/,+62 851-9840-4827,5,4.0,"111,8989162","-7,6080716",Jawa Timur
PRAKTEK PSIKOLOG MANDIRI DWI SURYA PURWANTI,Psychologist,"PRAKTEK PSIKOLOG MANDIRI DWI SURYA PURWANTI, Alfamart, Jl. Dr. Sutomo samping No.72 - 73, Sungai Bangkong, Kec. Pontianak Kota, Kota Pontianak, Kalimantan Barat 78116, Indonesia",http://dwisuryapurwanti.wordpress.com/,+62 852-4662-8481,4.9,131.0,109.3169195,-0.0448994,Kalimantan Barat
KONSULTASI DAN PELATIHAN PSIKOLOGI INDONESIA ( KINA ),Psychologist,"KONSULTASI DAN PELATIHAN PSIKOLOGI INDONESIA ( KINA ), Komp. Griya Amanah Jl. Berdikari Residence B12, Pal Lima, Kec. Pontianak Bar., Kota Pontianak, Kalimantan Barat 78114, Indonesia",https://psikologikina.framer.website/,+62 821-5435-1233,5.0,14.0,109.2806367,-0.0362739,Kalimantan Barat
"Maria Nofaola, M.Psi., Psikolog",Psychologist,"Maria Nofaola, M.Psi., Psikolog, Jalan Mohamad Yamin Gg. Uray Hamid No.42, Akcaya, South Pontianak, Pontianak, West Kalimantan 78121, Indonesia",tidak diketahui,+62 858-4968-7119,4.8,21.0,109.317812,-0.0505089,Kalimantan Barat
Praktek Psikolog Indonesia Pontianak,Psychologist,"Praktek Psikolog Indonesia Pontianak, Ekoffie Office, Jl. Karya Baru Komplek, Taman Spain No.1, Parit Tokaya, Kec. Pontianak Sel., Kota Pontianak, Kalimantan Barat 78121, Indonesia",https://praktekpsikolog.com/,+62 878-8718-4585,4.5,4.0,109.3367971,-0.0532879,Kalimantan Barat
PERSONA CONSULTING Member of PT Persona Optima Indonesia,Psychologist,"PERSONA CONSULTING Member of PT Persona Optima Indonesia, Jl. Dr. Wahidin. S No.88 M, Sungai Jawi, Pontianak Kota, Pontianak, West Kalimantan 78116, Indonesia",http://www.personaoptimaindonesia.com/,+62 895-3788-35999,5.0,62.0,109.30652,-0.0344229,Kalimantan Barat
Praktek Psikolog Maheswari’79,Psychologist,"Praktek Psikolog Maheswari’79, Jl. Lintas Kalimantan Poros Tengah, Kapuas Kanan Hulu, Kec. Sintang, Kabupaten Sintang, Kalimantan Barat 78616, Indonesia",tidak diketahui,+62 813-4572-0531,5.0,2.0,111.4697586,0.0426314,Kalimantan Barat
"DSP CONSULTING ( Pusat Layanan Psikologi, Konseling, Psikoterapi dan Pengembangan SDM)",Psychologist,"DSP CONSULTING ( Pusat Layanan Psikologi, Konseling, Psikoterapi dan Pengembangan SDM), Alfamart, Jl. Dr. Sutomo Samping No.72 - 73, Sungai Bangkong, Kec. Pontianak Kota, Kota Pontianak, Kalimantan Barat 78116, Indonesia",http://dreisonneperforma.com/,+62 821-5323-3131,5.0,18.0,109.3169244,-0.0449046,Kalimantan Barat
Biro Psikologi DayaJiwa,Mental health clinic,"Biro Psikologi DayaJiwa, Komp. Puri Karya Indah, Jl. Karya Baru No.D1, Parit Tokaya, Kec. Pontianak Sel., Kota Pontianak, Kalimantan Barat 78121, Indonesia",tidak diketahui,+62 813-4919-9430,5.0,14.0,109.3317852,-0.0578858,Kalimantan Barat
Biro Konsultasi dan Terapi Psikologi Meraki,Psychotherapist,"Biro Konsultasi dan Terapi Psikologi Meraki, Komplek Cendana Murni Jl. Ujung Pandang No.D.13, Sungai Jawi, Kec. Pontianak Kota, Kota Pontianak, Kalimantan Barat 78114, Indonesia",tidak diketahui,+62 878-1469-7843,5.0,5.0,109.2961825,-0.0326958,Kalimantan Barat
Klinik Psikologi RSUD Ade Muhammad Djoen Sintang,Psychologist,"Klinik Psikologi RSUD Ade Muhammad Djoen Sintang, Jl. YC. Oevang Oeray, Sungai Ana, Kec. Sintang, Kabupaten Sintang, Kalimantan Barat, Indonesia",tidak diketahui,tidak diketahui,4.0,1.0,111.523866,0.0725464,Kalimantan Barat
Praktik Mandiri Psikolog Umi Kalsum,Health counselor,"Praktik Mandiri Psikolog Umi Kalsum, Jl. H. Rais A. Rachman Gg. Gn. Palong No.20 1, Sungai Jawi, Kec. Pontianak Kota, Kota Pontianak, Kalimantan Barat 78115, Indonesia",tidak diketahui,+62 812-5330-8125,5.0,7.0,109.3241541,-0.0206798,Kalimantan Barat
Expert Performa Consulting,Psychologist,"Expert Performa Consulting, Jl. Gusti Hamzah Kompl Graha Permata Pancasila No.B2, Sungai Jawi Dalam, Pontianak Kota, Pontianak, West Kalimantan 78115, Indonesia",tidak diketahui,+62 812-9165-4111,5.0,5.0,109.3181018,-0.0249209,Kalimantan Barat
"Biro Psikologi ""Potensi""",Psychologist,"Biro Psikologi ""Potensi"", Jl. Purnama Agung VII Blok I No 8, Parit Tokaya, Kec. Pontianak Sel., Kota Pontianak, Kalimantan Barat 78121, Indonesia",tidak diketahui,+62 813-5002-9111,5.0,1.0,109.328287,-0.0610005,Kalimantan Barat
Lembaga Pelayanan dan Konsultasi Psikologi Phenomenon,Psychologist,"Lembaga Pelayanan dan Konsultasi Psikologi Phenomenon, Komplek Batara Indah I, Jl. Dr. Wahidin. S No.A2, Sungai Jawi, Kec. Pontianak Kota, Kota Pontianak, Kalimantan Barat 78118, Indonesia",tidak diketahui,+62 878-1910-1199,3.0,2.0,109.3075231,-0.0258091,Kalimantan Barat
PSIKOMEDIA,Psychologist,"PSIKOMEDIA, Jl. MT. Haryono, Kapuas Kanan Hulu, Kec. Sintang, Kabupaten Sintang, Kalimantan Barat 78613, Indonesia",http://psikomedia.net/,+62 812-2717-178,5.0,1.0,111.4840685,0.0738068,Kalimantan Barat
Rumah Sakit Jiwa,Mental health clinic,"Rumah Sakit Jiwa, Jl. Alianyang No.1, Sungai Bangkong, Pontianak Kota, Pontianak, West Kalimantan 78116, Indonesia",https://klinikutamasuibangkong.kalbarprov.go.id/,+62 877-4383-2223,3.4,69.0,109.3270314,-0.0281506,Kalimantan Barat
"Praktek Psikiater dr. Pascaria N. Togatorop, Sp.KJ.",Psychiatrist,"Praktek Psikiater dr. Pascaria N. Togatorop, Sp.KJ., Jl. Yos Sudarso No.78, Melayu, Singkawang Barat, Singkawang City, West Kalimantan 79113, Indonesia",tidak diketahui,+62 813-8383-8056,5.0,2.0,108.98483,0.9133621,Kalimantan Barat
Tes PSIKOLOGI untuk permohonan SIM,Psychologist,"97FP+CFH Tes PSIKOLOGI untuk permohonan SIM, Lorong, Kec. Sambas, Kabupaten Sambas, Kalimantan Barat 79463, Indonesia",tidak diketahui,tidak diketahui,5.0,1.0,109.286237,1.3735553,Kalimantan Barat
Lentera Psychological Center,Psychologist,"Lentera Psychological Center, Jl. Kol. Sugiono, Sampit, Delta Pawan, Ketapang Regency, West Kalimantan 78811, Indonesia",https://www.instagram.com/lentera_psychological_center,+62 852-4896-2363,5.0,1.0,109.9688673,-1.8369073,Kalimantan Barat
dr. Jendariah T.SpKJ,Psychotherapist,"dr. Jendariah T.SpKJ, Jl. Putri Dara Nante No.55, Sungai Bangkong, Kec. Pontianak Kota, Kota Pontianak, Kalimantan Barat 78116, Indonesia",tidak diketahui,+62 561 747569,3.6,25.0,109.3268746,-0.0319648,Kalimantan Barat
Borneo Psychology Consulting,Psychologist,"4HJ4+MRP Borneo Psychology Consulting, Jl. Lintas Kalimantan Poros Tengah, Bunut, Kec. Kapuas, Kabupaten Sanggau, Kalimantan Barat 78561, Indonesia",tidak diketahui,+62 852-3196-2127,4.9,20.0,110.5570728,0.1317044,Kalimantan Barat
DIVA HR CONSULTING,Psychologist,"DIVA HR CONSULTING, Jl. Veteran No.31, RT.26, Sungai Bilu, Banjarmasin Timur, Banjarmasin City, South Kalimantan 70236, Indonesia",tidak diketahui,+62 817-7907-7770,4.9,76.0,114.6132317,-3.3197131,Kalimantan Selatan
Konsultan Psikologi,Psychologist,"Konsultan Psikologi, bengkel wira, Banjarbaru: Komplek Cahaya Ratu Elok Jl. Sanggiringan.52 Banjarmasin: Komplek Green Residence.39 Jl. Banjar Indah Jalan A. Yani KM 5,7 Kotabaru:, Jl. Raya stagen No.km.7, Kalimantan Selatan, Indonesia",tidak diketahui,+62 813-5113-9523,5.0,22.0,114.844624,-3.4552415,Kalimantan Selatan
"Praktek Psikolog (Konsultasi Psikologi) psikotes, Konseling, tes kepribadian, dll",Psychologist,"Praktek Psikolog (Konsultasi Psikologi) psikotes, Konseling, tes kepribadian, dll, Sungai Andai, Sungai Jingah, Kec. Banjarmasin Utara, Kota Banjarmasin, Kalimantan Selatan 70581, Indonesia",tidak diketahui,+62 853-4711-1747,4.1,12.0,114.613542,-3.2332546,Kalimantan Selatan
Ego Psychology & Educational Services,Psychologist,"Ego Psychology & Educational Services, Jl. Batas Kota, Komet, Kec. Banjarbaru Utara, Kota Banjar Baru, Kalimantan Selatan 70714, Indonesia",tidak diketahui,+62 858-2827-4627,5.0,68.0,114.8530472,-3.4379576,Kalimantan Selatan
TraitCare Biro Psikologi Banjarbaru,Psychologist,"TraitCare Biro Psikologi Banjarbaru, Jl. Pandu, Guntungmanggis, Landasan Ulin, Banjarbaru City, South Kalimantan 70714, Indonesia",tidak diketahui,+62 821-5639-5890,4.9,18.0,114.8330722,-3.4581288,Kalimantan Selatan
Klinik Psikologi KAPITA,Psychologist,"Klinik Psikologi KAPITA, Klinik Millennnia, Jl. Pramuka No.34 Lt.2, Pengambangan, Kec. Banjarmasin Tim., Kota Banjarmasin, Kalimantan Selatan 70654, Indonesia",https://www.instagram.com/kapitapsikobjm,+62 877-1757-2872,3.7,7.0,114.6244532,-3.3245651,Kalimantan Selatan
Klinik Psikologi Fusfa,Psychologist,"Klinik Psikologi Fusfa, Jl. Panglima Batur Timur No.17, Loktabat Utara, Kec. Banjarbaru Utara, Kota Banjar Baru, Kalimantan Selatan 70711, Indonesia",tidak diketahui,tidak diketahui,5.0,1.0,114.8338018,-3.4392042,Kalimantan Selatan
"Tumbuh Psikologi (Praktik Mandiri Psikolog Klinis Rizky Amalia Jannati, M.Psi., Psikolog)",Psychologist,"Tumbuh Psikologi (Praktik Mandiri Psikolog Klinis Rizky Amalia Jannati, M.Psi., Psikolog), Gg. Ampera I, Basirih, Kec. Banjarmasin Bar., Kota Banjarmasin, Kalimantan Selatan 70114, Indonesia",tidak diketahui,+62 813-4888-1014,4.0,4.0,114.5765978,-3.3342477,Kalimantan Selatan
Praktek Psikolog,Psychologist,"Praktek Psikolog, Jl. Kebayuran, Palimbangan, Kec. Haur Gading, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471, Indonesia",tidak diketahui,tidak diketahui,5.0,4.0,115.2458742,-2.4059849,Kalimantan Selatan
BIRO KONSULTASI PSIKOLOGI BINAFELIZ FAMILIA BANJARBARU,Psychotherapist,"GRPX+8MG BIRO KONSULTASI PSIKOLOGI BINAFELIZ FAMILIA BANJARBARU, Jl. Gn. Permai Selatan I, Kemuning, Kec. Banjarbaru Selatan, Kota Banjar Baru, Kalimantan Selatan 70732, Indonesia",tidak diketahui,tidak diketahui,4.2,5.0,114.8492117,-3.4641861,Kalimantan Selatan
Biro Psikologi Benefit Sumber Daya Manusia,Psychologist,"Biro Psikologi Benefit Sumber Daya Manusia, Jl. A. Yani No.5,5, Pemurus Dalam, Kec. Banjarmasin Tim., Kota Banjarmasin, Kalimantan Selatan 70238, Indonesia",tidak diketahui,tidak diketahui,5.0,1.0,114.622818,-3.345634,Kalimantan Selatan
Praktik Mandiri Psikolog Klinis Siti Saniah,Psychologist,"Praktik Mandiri Psikolog Klinis Siti Saniah, Komp, Jl. Komp. Benawa Raya Jl. Arafah No.32, Guntungmanggis, Kec. Landasan Ulin, Kota Banjar Baru, Kalimantan Selatan 70721, Indonesia",tidak diketahui,+62 822-5676-4818,5.0,6.0,114.7846952,-3.4654831,Kalimantan Selatan
PELAYANAN UJI PSIKOLOGI SIM,Psychologist,"57X6+43V PELAYANAN UJI PSIKOLOGI SIM, Jl. Jend. Sudirman, Hamalau, Kec. Sungai Raya, Kabupaten Hulu Sungai Selatan, Kalimantan Selatan 71213, Indonesia",tidak diketahui,tidak diketahui,5.0,1.0,115.2601724,-2.8021359,Kalimantan Selatan
"Praktek Psikiater Dr. H. Asyikin Noor, Sp.KJ M.AP",Psychiatrist,"Praktek Psikiater Dr. H. Asyikin Noor, Sp.KJ M.AP, Jl. Sulawesi No.15B, RT.020/RW.001, Pasar Lama, Banjarmasin Tengah, Banjarmasin City, South Kalimantan 70115, Indonesia",tidak diketahui,+62 511 4364773,2.8,44.0,114.5918097,-3.3106887,Kalimantan Selatan
Biro sagraha psikologi banjarmasin,Psychologist,"Biro sagraha psikologi banjarmasin, komplek permata bunda, Jl. Ahmad Yani No.km 7 4, Pemurus Luar, Kec. Banjarmasin Tim., Kota Banjarmasin, Kalimantan Selatan 70654, Indonesia",tidak diketahui,+62 851-1719-0022,5.0,2.0,114.6303009,-3.3591134,Kalimantan Selatan
Creative Center of Psychology,Psychologist,"Creative Center of Psychology, Jl. Manggis Gg. Nangka No.60, RT.18, Kuripan, Banjarmasin Timur, Banjarmasin City, South Kalimantan 70236, Indonesia",tidak diketahui,+62 852-4831-8493,5.0,1.0,114.610418,-3.3211356,Kalimantan Selatan
Praktik Mandiri Psikolog Klinis Ade Ayu,Psychologist,"Praktik Mandiri Psikolog Klinis Ade Ayu, Jl. Bougenville No.9, KOMP. PONDOK BUNGA, KARANGANYAR II, Kota Banjar Baru, Kalimantan Selatan 70712, Indonesia",tidak diketahui,+62 899-9484-739,5.0,5.0,114.8150465,-3.4300724,Kalimantan Selatan
Biro Sagraha Psikologi Banjarbaru,Psychologist,"Biro Sagraha Psikologi Banjarbaru, Jl. Klp. Gading I Komp. Keruing Indah No.15 Blok C, Sungai Besar, Kec. Banjarbaru Selatan, Kota Banjar Baru, Kalimantan Selatan 70714, Indonesia",tidak diketahui,+62 895-4058-07415,5.0,4.0,114.8535004,-3.4593607,Kalimantan Selatan
fi.psychology,Psychologist,"GRWW+696 fi.psychology, Loktabat Sel., Kec. Banjarbaru Selatan, Kota Banjar Baru, Kalimantan Selatan 70714, Indonesia",tidak diketahui,+62 857-5277-0746,5.0,3.0,114.8458781,-3.4544703,Kalimantan Selatan
Praktik Psikolog SARAH,Psychologist,"Praktik Psikolog SARAH, Jl. Garuda V No.12 A, Palangka, Jekan Raya, Palangka Raya City, Central Kalimantan 74874, Indonesia",tidak diketahui,+62 812-5311-3042,5.0,9.0,113.8899538,-2.1957314,Kalimantan Tengah
Pelita Psikologi Palangka Raya,Psychologist,"Pelita Psikologi Palangka Raya, Jl. G. Obos No.21, Menteng, Jekan Raya, Palangka Raya City, Central Kalimantan 73112, Indonesia",tidak diketahui,+62 859-4342-8000,4.0,4.0,113.9125494,-2.2193614,Kalimantan Tengah
Elang Psikologi,Psychologist,"Elang Psikologi, Jl. Menteng VII No.22, RT.01/RW.11, Menteng, Kec. Jekan Raya, Kota Palangka Raya, Kalimantan Tengah 73111, Indonesia",tidak diketahui,+62 823-1352-4581,4.0,1.0,113.9132766,-2.238002,Kalimantan Tengah
Praktek Psikolog - Bahasa Jiwa Consulting (Konsultasi dan Asesmen Psikologi),Psychologist,"Praktek Psikolog - Bahasa Jiwa Consulting (Konsultasi dan Asesmen Psikologi), Jl. Merak No.RT 08, Sidorejo, Kec. Arut Sel., Kabupaten Kotawaringin Barat, Kalimantan Tengah 74111, Indonesia",tidak diketahui,+62 812-6945-440,4.5,2.0,111.6299514,-2.6883329,Kalimantan Tengah
"Praktek Psikolog Destareni Wewengkang, M.Psi,Psikolog",Psychologist,"Praktek Psikolog Destareni Wewengkang, M.Psi,Psikolog, Jl. Meranti Jl. Pilau Gg. XI No.01, Selat Tengah, Kec. Selat, Kabupaten Kapuas, Kalimantan Tengah 73516, Indonesia",tidak diketahui,+62 852-4840-4048,5.0,6.0,114.3807416,-2.9959547,Kalimantan Tengah
Praktik Psikolog Klinis HOME,Psychologist,"Praktik Psikolog Klinis HOME, Jl. Nanas IV No.25, Mentawa Baru Hilir, Mentawa Baru Ketapang, East Kotawaringin Regency, Central Kalimantan 74321, Indonesia",tidak diketahui,+62 812-5360-808,5.0,8.0,112.9466233,-2.550604,Kalimantan Tengah
Huma Consulting “Konsultan Psikologi & Sumber Daya Manusia”,Psychologist,"Huma Consulting “Konsultan Psikologi & Sumber Daya Manusia”, Jl. Tjilik Riwut No.KM 1, Palangka, Kec. Jekan Raya, Kota Palangka Raya, Kalimantan Tengah 73112, Indonesia",http://humapsikologi.com/,+62 821-3787-4971,5.0,17.0,113.910708,-2.200083,Kalimantan Tengah
Praktek Psikolog,Psychologist,"Praktek Psikolog, Jl. Kebayuran, Palimbangan, Kec. Haur Gading, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471, Indonesia",tidak diketahui,tidak diketahui,5.0,4.0,115.2458742,-2.4059849,Kalimantan Tengah
DNA KONSULTAN PSIKOLOGI,Psychologist,"DNA KONSULTAN PSIKOLOGI, Jl. Rajawali III No.20, Bukit Tunggal, Kec. Jekan Raya, Kota Palangka Raya, Kalimantan Tengah 73112, Indonesia",https://www.instagram.com/dnakonsultan_psikologi/,+62 852-2867-6888,5.0,8.0,113.890139,-2.1917191,Kalimantan Tengah
Praktik Psikolog Sampit (Konsep Jiwa),Psychologist,"Praktik Psikolog Sampit (Konsep Jiwa), Jl. Manggis 5B, Mentawa Baru Hilir, Mentawa Baru Ketapang, Kalimantan tengah, Central Kalimantan 74322, Indonesia",https://taplink.cc/konsepjiwa,+62 858-6684-0319,5.0,23.0,112.9447931,-2.5544153,Kalimantan Tengah
PSIKOLOGI SIM RESMI,Psychologist,"PSIKOLOGI SIM RESMI, Baru, Kec. Arut Sel., Kabupaten Kotawaringin Barat, Kalimantan Tengah, Indonesia",tidak diketahui,tidak diketahui,4.7,11.0,111.6534282,-2.6731982,Kalimantan Tengah
Thinkplus Psikologi - Kalimantan,Psychologist,"Thinkplus Psikologi - Kalimantan, Jl. Sepinggan Pratama No.6 Blok D1, Sepinggan, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76115, Indonesia",http://thinkpluspsikologi.com/,+62 853-4625-5395,4.9,167.0,116.8830289,-1.2233943,Kalimantan Timur
"Klinik Psikologi Annisya Muthmainnah T, M.Psi., Psikolog",Psychologist,"Klinik Psikologi Annisya Muthmainnah T, M.Psi., Psikolog, Perumahan KORPRI 2, Jl. Apt. Pranoto No.22 Blok L2, Sungai Keledang, Kec. Samarinda Seberang, Kota Samarinda, Kalimantan Timur 75242, Indonesia",tidak diketahui,+62 851-5660-7213,5.0,12.0,117.1287228,-0.5254146,Kalimantan Timur
Cahaya Bunda Balikpapan,Mental health clinic,"Cahaya Bunda Balikpapan, Jl. Bukit Cinta No.96, RT.43, Gunung Malang, Damai, Balikpapan Kota, Balikpapan City, East Kalimantan 76114, Indonesia",http://cahayabundabalikpapan.blogspot.com/,+62 812-5451-1285,4.9,54.0,116.8347928,-1.2773871,Kalimantan Timur
Biro Psikologi Mata Hati,Psychologist,"Biro Psikologi Mata Hati, Jl. Perjuangan Baru No.3, Sempaja Sel., Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75243, Indonesia",tidak diketahui,+62 812-5340-3099,4.4,22.0,117.1565196,-0.4652408,Kalimantan Timur
